Merthyr Tydfil,2020-04-10,4,125,207.20000000000002,11,355
Blaenau Gwent,2020-06-09,0,346,495.3,75,2309
Monmouthshire,2020-10-17,15,607,641.7,85,14749
Isle of Anglesey,2020-06-11,6,280,399.8,63,2956
Neath Port Talbot,2020-09-01,3,691,482.20000000000005,286,14969
Cardiff,2020-07-01,1,2280,621.4000000000001,309,18315
Gwynedd,2020-05-27,5,418,335.6,141,3042
Flintshire,2020-09-08,5,814,521.5,209,18717
Gwynedd,2020-03-04,0,0,0.0,2,18
Cardiff,2020-10-22,157,6511,1774.6000000000001,843,79796
Flintshire,2020-02-23,0,0,0.0,0,4
Blaenau Gwent,2020-06-08,1,346,495.3,72,2234
Merthyr Tydfil,2020-04-09,9,121,200.60000000000002,20,344
Isle of Anglesey,2020-06-10,10,274,391.20000000000005,61,2893
Merthyr Tydfil,2020-10-17,26,1339,2219.6,118,16504
Neath Port Talbot,2020-08-31,0,688,480.1,169,14683
Cardiff,2020-06-30,2,2279,621.1,441,18006
Gwynedd,2020-03-03,0,0,0.0,1,16
Monmouthshire,2020-10-16,14,592,625.9000000000001,134,14664
Merthyr Tydfil,2020-04-08,10,112,185.70000000000002,26,324
Isle of Anglesey,2020-06-09,6,264,376.90000000000003,69,2832
Blaenau Gwent,2020-06-07,1,345,493.8,76,2162
Gwynedd,2020-05-26,8,413,331.6,97,2901
Neath Port Talbot,2020-08-30,0,688,480.1,86,14514
Merthyr Tydfil,2020-10-16,28,1313,2176.5,234,16386
Cardiff,2020-06-29,3,2277,620.6,263,17565
Isle of Anglesey,2020-03-04,0,0,0.0,0,16
Flintshire,2020-09-07,7,809,518.3000000000001,235,18508
Monmouthshire,2020-10-15,15,578,611.1,134,14530
Merthyr Tydfil,2020-04-07,14,102,169.10000000000002,20,298
Blaenau Gwent,2020-06-06,1,344,492.40000000000003,31,2086
Isle of Anglesey,2020-06-08,3,258,368.3,52,2763
Gwynedd,2020-05-25,3,405,325.1,77,2804
Merthyr Tydfil,2020-10-15,19,1285,2130.1,112,16152
Isle of Anglesey,2020-03-03,0,0,0.0,0,16
Flintshire,2020-09-06,0,802,513.8000000000001,149,18273
Cardiff,2020-06-28,4,2274,619.8000000000001,132,17302
Gwynedd,2020-05-24,0,402,322.70000000000005,85,2727
Merthyr Tydfil,2020-04-06,12,88,145.9,17,278
Blaenau Gwent,2020-06-05,0,343,491.0,47,2055
Isle of Anglesey,2020-06-07,5,255,364.1,51,2711
Monmouthshire,2020-10-14,22,563,595.2,203,14396
Cardiff,2020-10-21,212,6354,1731.8000000000002,1074,78953
Isle of Anglesey,2020-03-02,0,0,0.0,1,16
Pembrokeshire,2020-07-20,0,294,233.70000000000002,98,7414
Merthyr Tydfil,2020-10-14,43,1266,2098.6,179,16040
Cardiff,2020-06-27,10,2270,618.7,170,17170
Flintshire,2020-09-05,4,802,513.8000000000001,155,18124
Gwynedd,2020-05-23,9,402,322.70000000000005,133,2642
Merthyr Tydfil,2020-04-05,8,76,126.0,13,261
Isle of Anglesey,2020-06-06,5,250,356.90000000000003,69,2660
Gwynedd,2020-03-02,0,0,0.0,0,15
Blaenau Gwent,2020-06-04,0,343,491.0,54,2008
Merthyr Tydfil,2020-10-13,31,1223,2027.3000000000002,181,15861
Monmouthshire,2020-10-13,11,541,571.9,162,14193
Blaenau Gwent,2020-09-16,8,433,619.8000000000001,189,10385
Isle of Anglesey,2020-03-01,0,0,0.0,0,15
Cardiff,2020-06-26,1,2260,616.0,232,17000
Flintshire,2020-09-04,2,798,511.20000000000005,222,17969
Merthyr Tydfil,2020-04-04,3,68,112.7,12,248
Blaenau Gwent,2020-06-03,0,343,491.0,25,1954
Isle of Anglesey,2020-06-05,1,245,349.8,85,2591
Merthyr Tydfil,2020-10-12,12,1192,1975.9,132,15680
Monmouthshire,2020-10-12,13,530,560.3000000000001,166,14031
Isle of Anglesey,2020-02-29,0,0,0.0,1,15
Flintshire,2020-05-16,2,444,284.40000000000003,51,2096
Flintshire,2020-02-22,0,0,0.0,0,4
Merthyr Tydfil,2020-04-03,7,65,107.7,22,236
Flintshire,2020-09-03,10,796,509.90000000000003,311,17747
Blaenau Gwent,2020-06-02,0,343,491.0,44,1929
Merthyr Tydfil,2020-10-11,9,1180,1956.0,75,15548
Monmouthshire,2020-10-11,9,517,546.6,92,13865
